group_id,recommendation,url_group,reason,page_count,sample_url_1,sample_url_2,sample_url_3,sample_url_4,sample_url_5
81,STALE CONTENT,Exhibitions,Content from 2024 - older than 2025,2,https://www.nysid.edu/exhibitions/2024-exhibition-openings-bfa/mfa-thesis-projects-mps-studio-projects,https://www.nysid.edu/exhibitions/2024-exhibition-openings-bfa/mfa-thesis-projects-mps-studio-projects?format=ical,,,
82,LEAVE BEHIND,Annual Gala 2022,Low traffic + poor quality + weak strategic value alignment,2,https://www.nysid.edu/annual-gala-2022/young-huh,https://www.nysid.edu/annual-gala-2022/laura-hodges,,,
83,ADAPT,What Is Interior Design,Traffic present but poor engagement - content restructure needed,2,https://www.nysid.edu/what-is-interior-design/residential-design,https://www.nysid.edu/what-is-interior-design/commercial-design,,,
84,FLAG FOR REVIEW,Mpsm Advisory Board,Moderate traffic but unclear strategic value value,2,https://www.nysid.edu/mpsm-advisory-board/jan-leenknegt,https://www.nysid.edu/mpsm-advisory-board/angela-chi,,,
85,FLAG FOR REVIEW,Events Calendar,2026 event - verify if upcoming/recurring or archive,2,https://www.nysid.edu/events-calendar?view=calendar&month=01-2026,https://www.nysid.edu/events-calendar?view=calendar&month=02-2026,,,
86,ADAPT,Online Learning,High-value page but has quality issues to address,2,https://www.nysid.edu/online-learning,https://www.nysid.edu/online-learning/online-learning-faqs,,,
87,FLAG FOR REVIEW,Academic Calendar,Moderate traffic but unclear strategic value value,2,https://www.nysid.edu/academic-calendar-list/new-student-orientation-1,https://www.nysid.edu/academic-calendar-list/spring-registration-begins-2,,,
88,ADAPT,Other,High-value page but has quality issues to address,2,https://www.nysid.edu/bachelor-of-fine-arts-in-interior-design,https://www.nysid.edu/master-of-fine-arts-in-interior-design,,,
89,STALE CONTENT,Exhibitions,Content from 2020 - older than 2025,2,https://www.nysid.edu/exhibitions/2020/2/20/making-connections-harvey-probber-furniture-1945-1985?format=ical,https://www.nysid.edu/exhibitions/2020/2/20/making-connections-harvey-probber-furniture-1945-1985,,,
90,MIGRATE,Academic Programs,Critical program page with good traffic,2,https://www.nysid.edu/academics/what-is-interior-design,https://www.nysid.edu/academics/study-abroad,,,
91,STALE CONTENT,Exhibitions,Content from 2022 - older than 2025,2,https://www.nysid.edu/exhibitions/2022-shows,https://www.nysid.edu/exhibitions/2022-shows?format=ical,,,
92,MIGRATE,Press Releases,Homepage - will be redesigned but content audit valuable,2,https://www.nysid.edu/press-releases-and-in-the-news/laura-hodges-featured-in-architectural-digests-2023-iconic-home,https://www.nysid.edu/press-releases-and-in-the-news/kate-kelley-03-aas-featured-in-new-england-home-magazine,,,
93,MIGRATE,Press Releases,Moderate traffic with solid strategic value alignment,2,https://www.nysid.edu/press-releases-and-in-the-news/the-persistence-of-hand-drawing-interior-rendering-today-exhibition,https://www.nysid.edu/press-releases-and-in-the-news/kate-kelly-smith-newell-turner-to-receive-2023-honorary-doctor-of-fine-arts-honorees,,,
94,MIGRATE,Admissions,Critical admissions funnel page,2,https://www.nysid.edu/apply,https://www.nysid.edu/tuition-fees,,,
95,LEAVE BEHIND,Mpsm Advisory Board,Low traffic + poor quality + weak strategic value alignment,2,https://www.nysid.edu/mpsm-advisory-board/category/mpsm,https://www.nysid.edu/mpsm-advisory-board?author=61d880f4b325f005149f6ea2,,,
96,FLAG FOR REVIEW,Staff,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/staff,,,,
97,FLAG FOR REVIEW,Lives Changed,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/lives-changed,,,,
98,FLAG FOR REVIEW,Make A Gift,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/make-a-gift,,,,
99,FLAG FOR REVIEW,Nysid Policies,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/nysid-policies,,,,
100,FLAG FOR REVIEW,Request Info,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/request-info,,,,
101,FLAG FOR REVIEW,Plan A Gift,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/plan-a-gift,,,,
102,FLAG FOR REVIEW,Press Center,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/press-center,,,,
103,FLAG FOR REVIEW,Online Learning Past,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/online-learning-past,,,,
104,FLAG FOR REVIEW,Past Events Summary,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/past-events-summary,,,,
105,FLAG FOR REVIEW,Gainful Employment Disclosure,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/gainful-employment-disclosure,,,,
106,FLAG FOR REVIEW,Facilities,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/facilities,,,,
107,FLAG FOR REVIEW,Endowments,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/endowments,,,,
108,FLAG FOR REVIEW,Disability Services,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/disability-services,,,,
109,FLAG FOR REVIEW,Counseling Center,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/counseling-center,,,,
110,FLAG FOR REVIEW,Gala2025,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/gala2025,,,,
111,FLAG FOR REVIEW,Gala2024,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/gala2024,,,,
112,FLAG FOR REVIEW,Gala2023,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/gala2023,,,,
113,FLAG FOR REVIEW,Commencement2025,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/commencement2025,,,,
114,FLAG FOR REVIEW,Consumer Information,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/consumer-information,,,,
115,FLAG FOR REVIEW,Commencement2024,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/commencement2024,,,,
116,FLAG FOR REVIEW,Giving Scholarships,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/giving-scholarships,,,,
117,FLAG FOR REVIEW,Heerf Funding,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/heerf-funding,,,,
118,FLAG FOR REVIEW,History,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/history,,,,
119,FLAG FOR REVIEW,Home,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/home,,,,
120,FLAG FOR REVIEW,Honor Roll Of Donors,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/honor-roll-of-donors,,,,
121,FLAG FOR REVIEW,Teachinggreen,Low traffic - assess relevance,1,https://www.nysid.edu/teachinggreen,,,,
122,FLAG FOR REVIEW,Corporate Partnerships,Low traffic - assess relevance,1,https://www.nysid.edu/corporate-partnerships,,,,
123,ADAPT,Upcoming Events Summary,Traffic present but poor engagement - content restructure needed,1,https://www.nysid.edu/upcoming-events-summary,,,,
124,FLAG FOR REVIEW,Annual Gala 2021,Low traffic - assess relevance,1,https://www.nysid.edu/annual-gala-2021,,,,
125,FLAG FOR REVIEW,Faculty,Active personnel page - migrate if faculty/staff still employed,1,https://www.nysid.edu/faculty/faculty-work,,,,
126,FLAG FOR REVIEW,Atelier,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/atelier,,,,
127,FLAG FOR REVIEW,Annual Gala,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/annual-gala,,,,
128,FLAG FOR REVIEW,Annual Gala 2020,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/annual-gala-2020,,,,
129,ADAPT,Work At Nysid,Traffic present but poor engagement - content restructure needed,1,https://www.nysid.edu/work-at-nysid,,,,
130,ADAPT,Dialogues On Design,Traffic present but poor engagement - content restructure needed,1,https://www.nysid.edu/dialogues-on-design,,,,
131,ADAPT,Donate,Traffic present but poor engagement - content restructure needed,1,https://www.nysid.edu/donate,,,,
132,ADAPT,Gala2026,Traffic present but poor engagement - content restructure needed,1,https://www.nysid.edu/gala2026,,,,
133,ADAPT,Homepage,Traffic present but poor engagement - content restructure needed,1,https://www.nysid.edu/,,,,
134,ADAPT,Shop Nysid Gear,Traffic present but poor engagement - content restructure needed,1,https://www.nysid.edu/shop-nysid-gear,,,,
135,ADAPT,Admissions Faqs,High-value page but has quality issues to address,1,https://www.nysid.edu/admissions-faqs,,,,
136,ADAPT,Admissions Requirements,High-value page but has quality issues to address,1,https://www.nysid.edu/admissions-requirements,,,,
137,ADAPT,Faculty,High-value page but has quality issues to address,1,https://www.nysid.edu/faculty,,,,
138,ADAPT,International Students,High-value page but has quality issues to address,1,https://www.nysid.edu/international-students,,,,
139,ADAPT,Associate In Applied Science,High-value page but has quality issues to address,1,https://www.nysid.edu/associate-in-applied-science,,,,
140,ADAPT,Basic Interior Design,High-value page but has quality issues to address,1,https://www.nysid.edu/basic-interior-design,,,,
141,ADAPT,Atelier Magazine,Low traffic but serves important strategic value (Credibility & Accreditation) - improve content quality,1,https://www.nysid.edu/atelier-mag/corey-damen-jenkins-giving,,,,
142,ADAPT,Search & Utility,High-value page but has quality issues to address,1,https://www.nysid.edu/search,,,,
143,ADAPT,Atelier Magazine,Low traffic but serves important strategic value (NYC Industry Access) - improve content quality,1,https://www.nysid.edu/atelier-mag/tag/career+changer,,,,
144,ADAPT,Request Information,High-value page but has quality issues to address,1,https://www.nysid.edu/request-information,,,,
145,ADAPT,Academic Catalog,Traffic present but poor engagement - content restructure needed,1,https://www.nysid.edu/academic-catalog,,,,
146,ADAPT,Take A Class,Traffic present but poor engagement - content restructure needed,1,https://www.nysid.edu/take-a-class,,,,
147,ADAPT,Student Resources,Traffic present but poor engagement - content restructure needed,1,https://www.nysid.edu/student-handbook,,,,
148,FLAG FOR REVIEW,Annual Gala 2022,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/annual-gala-2022,,,,
149,FLAG FOR REVIEW,Campus Safety Security,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/campus-safety-security,,,,
150,FLAG FOR REVIEW,Certification Licensure,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/certification-licensure,,,,
151,FLAG FOR REVIEW,Commencement 2022,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/commencement-2022,,,,
152,FLAG FOR REVIEW,Commencement2023,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/commencement2023,,,,
153,FLAG FOR REVIEW,Student Complaint Information,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/student-complaint-information,,,,
154,FLAG FOR REVIEW,Student Clubs Organizations,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/student-clubs-organizations,,,,
155,LEAVE BEHIND,Student Life Folder,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/student-life-folder,,,,
156,LEAVE BEHIND,Support Folder,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/support-folder,,,,
157,LEAVE BEHIND,Robert Herring Travel Prize,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/robert-herring-travel-prize,,,,
158,LEAVE BEHIND,Page.Redir,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/page.redir?target=http%3a%2f%2fwww.msche.org%2f&srcid=6895&srctid=1&erid=972259&trid=c30e6703-84d9-4425-860e-a478fe425be0,,,,
159,LEAVE BEHIND,Nysid Emergency Procedures,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/nysid-emergency-procedures,,,,
160,LEAVE BEHIND,Scholarshipfunds,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/scholarshipfunds,,,,
161,LEAVE BEHIND,Lives Changed Natasha Rivera,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/lives-changed-natasha-rivera,,,,
162,LEAVE BEHIND,Lives Changed Rishae Rucker,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/lives-changed-rishae-rucker,,,,
163,LEAVE BEHIND,Nondescrimination Policy,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/nondescrimination-policy,,,,
164,LEAVE BEHIND,Lives Changed Ryan Biggs,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/lives-changed-ryan-biggs,,,,
165,LEAVE BEHIND,Design The Future,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/design-the-future,,,,
166,LEAVE BEHIND,Fall Precollege,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/fall-precollege,,,,
167,LEAVE BEHIND,Lives Changed Ashley Abaunza,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/lives-changed-ashley-abaunza,,,,
168,LEAVE BEHIND,Open House,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/open-house,,,,
169,LEAVE BEHIND,Support Us,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/support-us/gala-dinner-2017-support-centennial-scholarships,,,,
170,LEAVE BEHIND,At A Glance,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/at-a-glance/strategic-plan,,,,
171,LEAVE BEHIND,Carousel Stories,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/carousel-stories/health-advisory-coronavirus-covid-2019,,,,
172,LEAVE BEHIND,Commencement,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/commencement,,,,
173,LEAVE BEHIND,Commencement 2019,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/commencement-2019,,,,
174,LEAVE BEHIND,Commencement2019,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/commencement2019,,,,
175,FLAG FOR REVIEW,What Path Is Right For You,Needs manual assessment,1,https://www.nysid.edu/what-path-is-right-for-you,,,,
176,FLAG FOR REVIEW,Student Life,Needs manual assessment,1,https://www.nysid.edu/student-life,,,,
177,LEAVE BEHIND,Blog,Event page with minimal traffic - likely past event,1,https://www.nysid.edu/blog/kravet-exhibit,,,,
178,FLAG FOR REVIEW,Registration,Needs manual assessment,1,https://www.nysid.edu/registration,,,,
179,LEAVE BEHIND, Annual Gala 2022 Jamie Drake,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/-annual-gala-2022-jamie-drake,,,,
180,LEAVE BEHIND,2024Scholarshipfund,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/2024scholarshipfund,,,,
181,LEAVE BEHIND,About Folder,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/about-folder,,,,
182,LEAVE BEHIND,Academic Calendar,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/academic-calendar-list/labor-day-no-classes-1,,,,
183,LEAVE BEHIND,Academics Folder,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/academics-folder,,,,
184,LEAVE BEHIND,Admissions Folder,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/admissions-folder,,,,
185,FLAG FOR REVIEW,Academic Calendar,Needs manual assessment,1,https://www.nysid.edu/academic-calendar,,,,
186,FLAG FOR REVIEW,Alumni,Needs manual assessment,1,https://www.nysid.edu/alumni,,,,
187,FLAG FOR REVIEW,Advising And Transfer Credit,Needs manual assessment,1,https://www.nysid.edu/advising-and-transfer-credit,,,,
188,FLAG FOR REVIEW,Academic Programs,Needs manual assessment,1,https://www.nysid.edu/academic-programs,,,,
189,FLAG FOR REVIEW,Website Privacy Policy,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/website-privacy-policy,,,,
190,FLAG FOR REVIEW,What Is Interior Design,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/what-is-interior-design/specialize-in-one-area,,,,
191,FLAG FOR REVIEW,Contact,Needs manual assessment,1,https://www.nysid.edu/contact,,,,
192,FLAG FOR REVIEW,At A Glance,Needs manual assessment,1,https://www.nysid.edu/at-a-glance,,,,
193,FLAG FOR REVIEW,Virtual Commencement 2021,Moderate traffic but unclear strategic value value,1,https://www.nysid.edu/virtual-commencement-2021,,,,
194,FLAG FOR REVIEW,Plan A Visit,Needs manual assessment,1,https://www.nysid.edu/plan-a-visit,,,,
195,FLAG FOR REVIEW,Leadership,Needs manual assessment,1,https://www.nysid.edu/leadership,,,,
196,FLAG FOR REVIEW,Housing,Needs manual assessment,1,https://www.nysid.edu/housing,,,,
197,FLAG FOR REVIEW,News And Events,Needs manual assessment,1,https://www.nysid.edu/news-and-events,,,,
198,FLAG FOR REVIEW,Profiles,Needs manual assessment,1,https://www.nysid.edu/profiles,,,,
199,FLAG FOR REVIEW,Precollege,Needs manual assessment,1,https://www.nysid.edu/precollege,,,,
200,LEAVE BEHIND,Lives Changed Jamela Winocour,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/lives-changed-jamela-winocour,,,,
201,LEAVE BEHIND,Annual Gala 2019,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/annual-gala-2019,,,,
202,LEAVE BEHIND,\Request Information,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/\request-information,,,,
203,MIGRATE,Career And Internship Services,Strong alignment with NYC Industry Access,1,https://www.nysid.edu/career-and-internship-services,,,,
204,LEAVE BEHIND,\Apply,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/\apply,,,,
205,LEAVE BEHIND,Virtual Commencement,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/virtual-commencement,,,,
206,MIGRATE,Blog,High-performing page,1,https://www.nysid.edu/blog/5-portfolio-tips-from-the-nysid-admissions-team,,,,
207,MIGRATE,Other,Homepage - will be redesigned but content audit valuable,1,https://www.nysid.edu/home-the-foundations-of-enduring-spaces,,,,
208,LEAVE BEHIND,Truth In Advertising,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/truth-in-advertising,,,,
209,LEAVE BEHIND,\Plan A Visit,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/\plan-a-visit,,,,
210,MIGRATE,Mpsm,Moderate traffic with solid strategic value alignment,1,https://www.nysid.edu/mpsm,,,,
211,LEAVE BEHIND,Ways To Give,Low traffic + poor quality + weak strategic value alignment,1,https://www.nysid.edu/ways-to-give,,,,
212,STALE CONTENT,Profiles,Content from 2019 still getting traffic - may have SEO value,1,https://www.nysid.edu/profiles-list/2019/4/19/yaneli-ronzon,,,,
213,STALE CONTENT,Blog,Content from 2021 - older than 2025,1,https://www.nysid.edu/blog/tag/2021,,,,
214,STALE CONTENT,Blog,Content from 2022 - older than 2025,1,https://www.nysid.edu/blog/tag/2022,,,,
215,STALE CONTENT,Blog,Content from 2023 - older than 2025,1,https://www.nysid.edu/blog/tag/2023,,,,
216,STALE CONTENT,Blog,Content from 2024 - older than 2025,1,https://www.nysid.edu/blog/2024-robert-herring-travel-prize-winner-jason-win-recounts-his-journey,,,,
